name,brand,category,price,size,ingredients,image_url
Lait démaquillant Monoprix Bio,"Monoprix, Monoprix Bio",Other,31,200 ml,"aqua, aloe barbadensis leaf juices, caprylic / capric triglyceride, polyglyceryl-3 dicitrate / stearate, glycerin, glyceril stearate, butyrospermum parkii butter, benzyl alcohol, sodium benzoate, xantham gum, aroma, argania spinosa oil, citrus aurantium amara flower water, citric acid, tetrasodium glutamate diacetate, sodium hydroxide, gluconolactone, ceraniol, limonene, linalool. * ingrédients issus de l'agriculture biologique",https://images.openbeautyfacts.org/images/products/335/003/189/8143/front_fr.6.200.jpg
Crème nutrition peau très sèche,Le petit marseillais,Other,30,250 ml,"aqua, paraffinum liquidum, glycerin, stearyl alcohol, glyceryl stearate se, butyrospermum parkii butter, argania spinosa kernel oil, prunus amygdalus dulcis oil, caprylyl glycol, p-anisic acid, carbomer, sodium polyacrylate, hydrogenated palm glycerides, potassium cetyl phosphate, sodium hydroxide, chlorphenesin, parfum",https://images.openbeautyfacts.org/images/products/325/124/101/7204/front_fr.13.200.jpg
Classic Care - soin des lèvres,"Beiersdorf, Labello",Other,26,"2 × 4,8 g / 5,5 ml","cera microcristallina, octyldodecanol, hydrogenated polydecene, cetyl palmitate, ricinus communis seed oil, myristate, vp/hexadecene, copolymer, cetearyl alcohol, polyglyceryl-3 diisostearate, butyrospermum parkii butter, caprylic/capric triglyceride pentaerythrityl tetraisostearate, vp/eicosene copolymer, c20-40 alkyl stearate, panthenol, copernicia cerifera cera, cera alba, aqua, glycerin, limonene, linalool, benzyl alcohol, benzyl benzoate, citral, parfum",https://images.openbeautyfacts.org/images/products/400/580/836/6668/front_fr.5.200.jpg
Tradition de Hammam,Yves Rocher,Other,41,75 ml,"aqua, moroccan lava clay, kaolin, rosa damascena distillate, alcohol denat, zea mays starch, magnesium aluminum silicate, glycerin, argania spinosa oil, cetyl alcohol, propylene glycol, ceteth-20, mica, parfum, cellulose gum, methylparaben, acrylates/c10-30 alkyl acrylate crosspolymer, cocamidopropyl betaine, allantoin, ethylparaben, tocopheryl acetate, propylparaben, tetrasodium edta, ci 77491, ci 77492, ci 77499, ci 77891, ci 77163",https://images.openbeautyfacts.org/images/products/200/000/000/0897/front_fr.4.200.jpg
Baume de l’apicultrice,Ballot flurin,Other,12,15 ml,"ingredients (inci): helianthus annuus seed oil, cera alba&quot, mel, prunus armeniaca kernel oil, hypericum perforatum flower/twig extract, royal jelly, aqua, tocopherol, alcohol, glycerin, leontopodium alpinum flower leaf extract, gentiana lutea root extract. &quot, ingrédients issus de l'agriculture biologique 1000e",https://images.openbeautyfacts.org/images/products/376/001/658/0510/front_fr.14.200.jpg
Feuchtigkeitscreme Sandelholz & Bio-Grüner Tee,Blüte Zeit,Other,25,varies,"aqua, glycine soja oil, gylcerin, alcohol, olea europaea fruit oil, caprylic/caprictriglyceride, isoamyl laurate, glyceryl stearate citrae, cetearyl alcohol, myristyl alcohol, butyrospermum parkii butter, camellia sinensis leaf extract, santalum album wood extract, dehydroxanthan gum, sodium hyalluronate, tocopherol, helianthius annuus seed oil, ascorbyl plamitate, levulinic acid, parfum, limonene. linalool, coumarin",https://images.openbeautyfacts.org/images/products/431/159/660/8089/front_de.4.200.jpg
Nutri Specific Démaquillant Lacté,Yves Rocher,Other,41,150 ml,"aqua, paraffinum liquidum, sorbitan stearate, ceteth-20, urea, propylene glycol, dimethicone, cetyl alcohol, polysorbate 20, prunus amygdalus dulcis extract, carbomer, parfum, methylparaben, allantoin, ethylparaben, propylparaben, butylparaben, sodium hydroxide, tetrasodium edta, hexyl cinnamal, butylphenyl methylpropional, linanool, citronellol, alpha-isomethyl ionone, limonene, benzyl benzoate, coumarin",https://images.openbeautyfacts.org/images/products/000/000/006/0293/front_fr.12.200.jpg
Masque Purifiant,Reference,Other,41,70 ml,"aqua, montmorillonite, cetearyl alcohol, prunus armeniaca kernel oil, ceteareth-33, sorbitol, hydroxyethyl acrylate/sodium acryloyldimethytaurate copolymer, phenoxyethanol, carrageenan, squalane, parfum, chlorphenesin, polysorbate 60, saccharomyces cerevisiae extract, citric acid, salix alba bark extract, limonene, citrus limon peel oil, linalool, spirulina maxima extract, sorbitan isostearate, maltodextrin, hexyl cinnamal, lavandula hybrida oil, origanum majorana leaf oil, salvia sclarea flower oil, pyridoxine, arctium lappa root extract",
Karité Nutri,Rene Furterer Paris,Other,20,100 mL,"water (aqua), butyrospermum parkii (shea) oil (butyrospermum parkii oil), dicaprylyl ether, ricinus communis (castor) seed oil (ricinus communis seed oil), water (aqua), butyrospermum parkii (shea) butter (water (aqua), butyrospermum parkii butter), c14-22 alcohols, benzyl salicylate, bht, c12−20 alktl glucoside, citronelol, flagrance (parfum), glycerin, glycine soja (soybean) oil (glycine soja oil), glycine soja (soybean) sterols (glycine soja sterols), glycolipids, guar hydroxypropyltrimonium chloride, hexyl cinnamal, hydrolyzed wheat protein, hydroxycitronellal, limonene, linalool, phenoxyethanol, phospholipids, poltcrylate−13, polyisobutene, polysobrate 20, sodium benzoate, sorbic acid, sorbitan isoterate, tocopherol, tocopheryl, acetate yellow 5 (ci 19140), yellow 6 (ci 15985)",https://images.openbeautyfacts.org/images/products/328/277/010/7579/front_fr.7.200.jpg
Baume à lèvres,Avril,Other,41,"4,8 g","caprylic/capric triglyceride, ricinus communis seed oil, cera alba, c10-18 triglycerides, apricot kernel oil polyglyceryl-4 esters, butyrospermum parkii butter, macadamia integrifolia seed oil, copernicia cerifera cera, hydrogenated castor oil, parfum, tocopheryl acetate, leontopodium alpinum extract, linalool",https://images.openbeautyfacts.org/images/products/366/221/700/3891/front_fr.12.200.jpg
Eau micellaire ULTRA peaux sensibles,La Roche-Posay,Other,38,100ml,"aqua/water, hexylene glycol, poloxamer 184, glycerin 1 %, disodium cocoamphodiacetate, disodium edta, citric acid, dihydrocholeth-30, sodium chloride, sodium diglycolate, sodium glycolate, polyaminopropyl biguanide, parfum/fragrance",https://images.openbeautyfacts.org/images/products/333/787/242/0696/front_fr.4.200.jpg
Crème jour - Abeille Royale,Guerlain,Other,21,50 ml,"aqua (water), cyclopentasiloxane, glycerin, isononyl isononanoate, mel (honey), jojoba esters, glyceryl stearate, peg-100 stearate, pentylene glycol, polymethyl methacrylate, cetyl alcohol, stearyl alcohol, phenoxyethanol, ammonium acryloyldimethyltaurate/vp copolymer, steareth-21, parfum (fragrance), butyrospermum parkii (shea butter) extract, glyceryl polymethacrylate, avena sativa (oat) kernel extract, polyacrylamide, tocopheryl acetate, sodium citrate, c13-14 isoparaffin, peg-8, sodium hyaluronate, tetrasodium edta, xanthan gum, centella asiatica leaf extract, laureth-7, limonene, citric acid, royal jelly, benzyl salicylate, bht, sodium metabisulfite, geraniol, sodium lactate, hydroxycitronellal, alpha-isomethyl ionone, citronellol, caramel, linalool, citral, tocopherol, ci 15985 (yellow 6), ci 19140 (yellow 5), tocopherol, palmitoyl hexapeptide-12",https://images.openbeautyfacts.org/images/products/334/647/061/2020/front_fr.4.200.jpg
Strawberry Crush,Rose & co,Other,38,20 g,"petrolatum, prunus amygdalis dulcis (sweet almond) oil, cera alba (beeswax), parfum (fragrance), benzyl benzoate, amyl cinnamal, limonene, benzyl alcohol, ci 14700",https://images.openbeautyfacts.org/images/products/506/008/225/1344/front_fr.5.200.jpg
Pâte d'argile,"Copar, Laboratoires Biocos, Lovea, Lovea Nature",Other,20,360g,"illite/montmorillonite (green clay), aqua (water), glycerin, imidazolidinyl urea, chlorhexidine, digluconate, methylchloroisothiazolinone, methylisothiazolinone, magnesium nitrate, magnesium chloride",https://images.openbeautyfacts.org/images/products/332/931/001/2495/front_fr.5.200.jpg
Gommage visage douceur bio poudre de noyaux d'abricots bio,"Casino, Casino Bio",Other,17,100 ml,"aqua, helianthus annuus seed oil, butyrospermum parkii butter, glycerin, dicaprylyl carbonate, aloe barbadensis leaf juice, glyceryl stearate citrate, cetyl alcohol, caprylic/capric triglyceryde, prunus armeniaca seed powder, camellia sinensis leaf water, xanthan gum, citric acid, tocopherol, dehydroacetic acid, potassium sorbate, sodium benzoate, parfum, benzyl alcohol, limonene,  ingrédients issus de l'agriculture biologique",https://images.openbeautyfacts.org/images/products/322/247/513/1356/front_fr.4.200.jpg
Peaux sèches Soin de jour renourissant aux oligo-éléments,Pharmavie,Other,34,50 ml,"aqua, acer saccharum extract, alcohol, dicaprylyl ether, caprylic/capric triglyceride, glycerin, glyceryl stearate citrate, mel, cetyl palmitate, cetearyl alcohol, behenyl alcohol, olus oil, hordeum vulgare stem water, helianthus annuus seed oil, butyrospermum parkii butter, zea mays starch, parfum, cetearyl glucoside, xanthan gum, mica, avena sativa kernel extract, sodium benzoate, sorbic acid, hydrogenated vegetable oil, maris aqua, candelilla cera, castanea sativa seed extract, sodium hydroxide, citric acid, potassium sorbate, tocopherol",https://images.openbeautyfacts.org/images/products/340/136/000/3750/front_fr.8.200.jpg
DAILY ESSENTIALS LIGHT MOISTURISING DAY CREAM,Nivea,Other,23,50 ml,"aqua, glycerin, cetearyl alcohol, methylpropanediol, glyceryl glucoside, octocrylene, cyclomethicone, glyceryl stearate, butyl methoxydibenzoylmethane, sodium phenylbenzimidazole sulfonate, tapioca starch, butyrospermum parkii butter, tocopheryl acetate, nelumbium speciosum flower extract, panthenol, c12-15 alkyl benzoate, cera microcristallina, alcohol denat, potassium cetyl phosphate, propylene glycol, paraffinum liquidum, dimethicone, hydrogenated palm glycerides, acrylates/c10-30 alkyl acrylate crosspolymer, chondrus crispus extract, ethylhexylglycerin, phenoxyethanol, methylparaben, trisodium edta, limonene, linalool, benzyl alcohol, citronellol, geraniol, alpha-isomethyl ionone, bht, butylphenyl methylpropional, parfum",
Gelée démaquillante yeux,Inell,Other,23,150 mL,"aqua, propanediol, poloxamer 184, glycerin, phenoxyethanol, acrylates/c10-30 alkyl acrylate crosspolymer, 2-hexanediol, caprylyl glycol, disodium edta, sodium hydroxide, centaurea, cyanus flower extract, tropolone, potassium sorbate, ci 42090, ci 17200",
Lift + Super Correcteur Soin de Jour SPF 15 anti-Rides Correcteur,"Henkel, Diadermine",Other,19,50 ml,"aqua, octocrylène, glycerin, caprylic/capric triglyceride, butyl methoxydibenzoyl methane, hexanediol, dipropylene glycol, homosalate, behenyl alcohol, dicaprylyl carbonate, butyrospermum parkii butter, silica, cetearyl alcohol, hydroxyphenoxy propionic acid, ethylhexyl palmitate, disodium phenyl dibenzimadazole tetrasulfonate, quassia amara extract, ascorbyl glucoside, ascorbic acid, dimethylsilanol hyaluronate, sodium hyaluronate, olea europea leaf extract, hydrolyzed opuntia leaf extract, indica flower extract, tocopheryl acetate, arginine, panthenol, bisabolol, zinc pca, bis-ethylhexyl hydroxydimethoxy benzylmalonate, ammonium acryloyldimethyltaurate/vp copolymer, cetearyl glucoside, ethylhexylglycerin, tretrasodium edta, potassium cetyl phosphate, hydrogenated palm glycerides, dimethicone, acrylates/c10-30 alkyl acrylate crosspolymer, sodium hydroxide, dimethicone crosspolymer, cetyl alcohol, t-butyl alcohol, silica dimethyl silylate, butylene glycol, pentylene glycol, parfum, phenoxyethanol, sodium sulfite",https://images.openbeautyfacts.org/images/products/317/804/131/5494/front_fr.6.200.jpg
Eau micellaire hydratante,"B com Bio, B com Bio organic, Laboratoire Sicobel, Sicobel",Other,25,400ml,"aqua, hordeum vulgare stem water, glycerin, polyglyceryl-4 caprate, sodium hyaluronate, eriophorum spissum flower / stem extract, hydrolyzed caesalpinia spinosa gum, caesalpinia spinosa gum, xanthan gum, parfum, benzyl alcohol, sodium benzoate, potassium sorbate, sorbic acid, sodium chloride, citric acid, sodium hydroxide, (eau, eau des glaciers, eau d’orge bio, glycérine, acide hyaluronique, extrait de coton arctique, actif hydratant issu du tara, gélifiant, tensioactif, parfum, conservateurs, sel, ajusteur de ph), ingrédient issus de l’agriculture biologique. **origine végétale, 99.1% du total des ingrédients sont d’origine naturelle, 12.4% du total des ingrédients sont issus de l’agriculture biologique",
Accord Parfait fond de teint unifiant sur-mesure Lin,"L'Oréal,L'Oreal Consumer products,L'Oréal Paris,Accord Parfait",Makeup,13,30 ml,"aqua / water, dimethicone, isododecane, cyclohexasiloxane, glycerin, peg-10 dimethicone, methyl methacrylate crosspolymer, butylene glycol, pentylene glycol, synthetic fluorphlogopite, disteardimonium hectorite, hydroxyethylpiperazine ethane sulfonic acid, cetyl peg/ppg-10/1 dimethicone, sodium chloride, polyglyceryl-4 isostearate, hexyl laurate, caprylyl glycol, phenoxyethanol, disodium stearoyl glutamate, tocopherol, panthenol, aluminum hydroxide, hydroxyethyl urea, hydrated silica, methicone",https://images.openbeautyfacts.org/images/products/360/052/283/8876/front_fr.5.200.jpg
Keracnyl gel moussant visage et corps,"Ducray, Keracnyl, Laboratoires dermatologiques Ducray, Pierre Fabre",Other,36,200ml,"water (aqua), zinc coceth sulfate, lauryl betaine, decyl glucoside, ceteareth-60 myristyl glycol, polysorbate 20, sodium chloride, trideceth-9, bht, blue 1 (ci 42090), citric acid, fragrance (parfum), myrtus communis leaf extract, peg-40 hydrogenated castor oil, peg-5 ethylhexanoate, ppg-26-buteth-26, serenoa serrulata fruit extract, sodium benzoate, sodium hydroxide, trisodium ethylenediamine disuccinate",
Sensitive vegetal,Yves rocher,Other,41,200 ml,"aqua, methylpropanediol, glycerin, peg-40glyceryl cocoa te, phenoxyethanol, sodium coceth sulfate, tétra sodium edta, xantham gum, sorbic acid, caprylyl glycol, sygesbeckia orientalis extract, acacia senegal gum",https://images.openbeautyfacts.org/images/products/366/000/581/9211/front_fr.3.200.jpg
Lift + Lissage immédiat Gel-Crème Sublime Regard,"Henkel, Diadermine",Other,19,15 ml,"aqua, hexanediol, glycerin, cocoglycerides, ethylhexyl palmitate, dimethicone, caprylic/capric triglyceride, maltodextrin, tocopheryl acetate, avena sativa kernel extract, amorphophallus konjac root extract, peucedanum graveolens extract, spillanthes acmella flower extract, euphrasia officinalis ex tract, hydrolyzed soy protein, methylsylanol hydroxyproline aspartate, sodium acrylate/sodium acryloyldimethyl taurate copolymer, polyisobutene, hydrogenated lecithin, butylene glycol, sorbitan oleate, caprylyl/capryl glucoside, pentylene glycol, alcohol denat, parfum, phenoxyethanol, ethylhexylglycerin, salicylic acid, potassium sorbate",https://images.openbeautyfacts.org/images/products/317/804/069/5160/front_fr.16.200.jpg
Masque Argile - Argile verte Menthe,Cattier,Other,16,"Sachet unidose 12,5 ml","aqua, illite, kaolin, mentha piperita extract, simmondsia chinensis seed oil, cetearyl alcohol, cetearyl glucoside, benzyl alcohol, rosmarinus officinalis oil, mentha piperita oil, lactic acid",https://images.openbeautyfacts.org/images/products/328/395/091/4819/front_fr.6.200.jpg
"Eau micellaire thermale - apaise, démaquille, nettoie",Uriage,Other,12,250ml,"aqua (water, eau), polysorbate 20, glycerin, poloxamer 184, caprylyl/capryl glucoside, cetrimonium bromide, polyaminopropyl biguanide, parfum (fragrance), prunus armeniaca (apricot) fruit extract, citric acid, ascorbic acid",
Soft Crème de soin hydratante,"Beiersdorf, Nivea, Nivea Soft, Soft",Other,15,50ml,"aqua, glycerin, paraffinum liquidum, myristyl alcohol, butylene glycol, alcohol denat, stearic acid, myristyl myristate, cera microcristallina, glyceryl stearate, hydrogenated coco-glycerides, simmondsia chinensis oil, tocopheryl acetate, lanolin alcohol (eucerit), polyglyceryl-2 caprate, dimethicone, sodium carbomer, phenoxyethanol, linalool, citronellol, alpha-isomethyl ionone, butylphenyl methylpropional, limonene, benzyl salicylate, benzyl alcohol, parfum",
Visibly Clear crème nettoyante pamplemousse rose,"Neutrogena, Visibly Clear",Other,22,150ml,"aqua, cetyl alcohol, ppg-15 stearyl ether, polysorbate 60, steareth-21, salicylic acid, glycerin, c12-15 alkyl lactate, cetyl lactate, stearyl alcohol, citrus grandis fruit extract, panthenol, potassium cetyl phosphate, menthol, xanthan gum, myristil alcohol, propylene glycol, sodium chloride, isopropyl alcohol, alcohol denat, cocamidopropyl pg-dimonium chloride phosphate, disodium edta, glycolic acid, lactic acid, sodium hydroxide, bht, benzalkonium chloride, parfum, ci 16035",
soin des lèvres,laino,Other,15,4 g,"ingredients: paraffinum uquidum (mineral oil)/huile minerale, ozokerite, paraffin, cera alba (beeswax)/cire oabeille, isopropyl myristate butyrospermum parkii (shea) butter, ropylene glycol, dicaprylate/di̇caprate, prunus armeniaca (apricot) kernel oil, arnica montana flower extrac calendula officinalis flower extract, ricinus communis castor) seed oil, parfum ragrance), tocopherol, rilinolein rilinolein, triolein, tripalmitin, acid achidin, polyhydoxystearic, ci 77891 (titanium xide)",https://images.openbeautyfacts.org/images/products/351/830/102/3132/front_en.4.200.jpg
Baume à lèvres au jojoba bio et à l'amande bio,Lavera,Other,16,"4,5 g","ricinus communis (castor) seed oil, euphorbia cerifera (candelilla) wax, beeswax (cera alba), copernicia cerifera (carnauba) wax, glycine soja, (soybean) oil, polyglyceryl -3 polyricinoleate, simmondsia chinensis (jojoba), seed oil, prunus amygdalus dulcis (sweet almond) oil, hippophae, rhamnoides fruit extract, olea europaea (olive) fruit oil, arnica montana, flower oil, calendula officinalis flower extract, dipotassium glycyrrhizate, tocopherol, helianthus annuus (sunflower) seed oil, ascorbyl palmitate, alcohol, flavor ( aroma), limonene,  ingredients issus de l'agriculture biologique certifiée,  huiles essentielles naturelles",https://images.openbeautyfacts.org/images/products/402/145/761/4134/front_fr.11.200.jpg
Expert Cellulaire 3D Crème Fondamentale Reconstituante Jour,"Henkel, Diadermine",Other,19,50 ml,"aqua, caprylic/capric triglyceride, glycerin, hexanediol, arachidyl alcohol, behenyl alcohol, ethylhexyl palmitate, ethylhexyl triazone, glyceryl stearate, butyl methoxydibenzoylmethane, butylene glycol, malic acid, hydrolized sweet almond protein, micrococcus lysate, hydrolyzed soy protein, panthenol, dimethylsilanol hyaluronate, lecithin, bis-ethylhexyl hydroxydimethoxy benzylmalonate, tocopherol, pentylène glycol, cetearyl alcohol, ammonium acryloyldimethyltaurate/vp copolymer, carbomer, combretum farinosum flower nectar, arachidyl glucoside, biosaccharide gum-1, hydrogenated palm glycerides, citrate, pantolactone, tretrasodium edta, dimethicone, t-butyl alcohol, parfum, phenoxyethanol, ethylhexylglycerin, potassium sorbate, sodium benzoate, ci 19140, ci 16035",https://images.openbeautyfacts.org/images/products/317/804/130/8410/front_fr.8.200.jpg
Pure System Nettoyant désincrustant Clean Pore,Yves Rocher,Other,41,125 ml,"aqua, sodium laureth sulfate, prunus armeniaca seed powder, methylpropanediol, glycerin, hamamelis virginiana flower water, butylene glycol, cocamidopropyl betaine, acrylates/c10-30 alkyl acrylates crosspolymer, aloe barbadensis leaf juice, phenoxyethanol, salicylic acid, xanthan gum, parfum, sodium hydroxide, allantoin, tetrasodium edta, scutellaria baicalensis root extract, sodium benzoate, potassium sorbate",https://images.openbeautyfacts.org/images/products/000/000/003/4572/front_fr.3.200.jpg
Soin visage nourrissant à l'extrait de mangue,"By U, Système U",Other,23,50 ml,"aqua, glyceryl stearate se, glycerin, caprylic/capric triglyceride, mangifera indica seed butter, butyrospermum parkii, sorbitol, stearic acid, urea, palmitic acid, sodium benzoate, lactic acid, potassium sorbate, carbomer, tocopheryl acetate, parfum, limonene, linalool",https://images.openbeautyfacts.org/images/products/325/622/435/9418/front_fr.6.200.jpg
L'incontournable savon au lait de chèvre parfum thé,Soin Amalthée,Other,22,100 g,"sodium rapeseedate, sodium cocoate, aqua, goat milk, glycerin, parfum (fragrance), sodium chloride, sodium citrate, citric acid, tetrasodium glutamate diacetate",https://images.openbeautyfacts.org/images/products/377/002/007/0013/front_fr.6.200.jpg
BB cream Crème soin teintée Sable anti-âge,"Comptoir provençal des argiles, Naturado en Provence",Makeup,22,50 ml,"ribes nigrum (black currant) leaf water, aqua (water), glycerin, _corylus avellana_ (hazelnut) seed oil , polyglyceryl-6 distearate, oenothera biennis (evening primrose) seed oil , butyrospermum parkii (shea) butter, titanium dioxide, helianthus annuus (sunflower) seed oil , parfum, copernicia cerifera (carnauba) wax, mauritia flexuosa (buriti) fruit oil, benzyl alcohol, ci 77891, hydrated silica, xanthan gum, sodium benzoate, ci 77491, potassium sorbate, hyaluronic acid, tocopherol, ci 77492, ci 77499, linalool, geraniol, citronellol, limonene",https://images.openbeautyfacts.org/images/products/376/002/073/1403/front_fr.7.200.jpg
Williams Gel Douche Homme 3 en 1 Energy,"Williams, Williams Expert",Other,12,250 ml,"aqua, sodium laureth sulfate, sodium chloride, cocamidopropyl betaine, glycerin, sodium lactate, polyquaternium-7, hylocereus undatus fruit extract, peg-40 hydrogenated castor oil, glucose, panax ginseng root extract, parfum, propylene glycol, trideceth-9, citric acid, lactic acid, sodium benzoate, potassium sorbate, caramel, coumarin, limonene, linalool, ci 16035",https://images.openbeautyfacts.org/images/products/871/256/139/7650/front_fr.5.200.jpg
Masque visage purifiant Argile verte,"Biocos, Lovea nature",Other,13,75 ml,"illite, aqua (water), glycerin, butyrospermum parkii (shea) butter extract, betaine, cetearyl glucoside, cetearyl alcohol, _corylus avellana_ seed oil, aloe barbadensis leaf, benzyl alcohol, glyceryl caprylate, caprylyl/capryl glucoside, dehydroacetic acid, sodium usnate, polyepsilon-lysine",https://images.openbeautyfacts.org/images/products/332/931/000/2113/front_fr.7.200.jpg
OFF! Family Crema,"Family, Off!, SC Johnson",Other,38,60 g,"water, diethyltoluamide 7.5%, stearyl alcohol, polyethylene-2 stearyl ether, triethanolamine, glyceryl stearate, polyethylene glycol stearate, perfume, carbomer, methyl paraben, aloe barbadensis",https://images.openbeautyfacts.org/images/products/000/007/790/0302/front_es.4.200.jpg
Savon solide Le floral Visage - Aleyria Cosmétiques,Aleyria Cosmétiques,Other,30,100 g,"sodium olivate, sodium cocoate, aqua, glycerin, prunus amygdalus dulcis oil, olea europaea fruit oil, cocos nucifera oil, illite, cymbopogon martini oil, pelargonium graveolens oil, cananga odorata flower oil, benzyl benzoate, benzyl salicylate, citral, citronellol, farnesol, geraniol, linalool",https://images.openbeautyfacts.org/images/products/377/002/272/1036/front_fr.4.200.jpg
Lift + BB mousse Soin Anti-âge Teinté,"Henkel, Diadermine",Makeup,19,50 ml,"dimethicone, ethylhexyl palmitate, talc, dimethicone crosspolymer, tapioca starch, silica, cocoglycerides, caprylic/capric triglyceride, polyglyceryl-3 diisostearate, spilanthes acmella flower extract, hydrolyzed soy protein, aqua, cyclomethicone, citric acid, sodium carbonate, pentylene glycol, parfum, ci 77891, ci 77492, ci 77491, ci 77499",https://images.openbeautyfacts.org/images/products/317/804/069/9021/front_fr.5.200.jpg
Savon solide Le Provençal Visage - Aleyria Cosmétiques,Aleyria Cosmétiques,Other,30,100 g,"sodium olivate, sodium cocoate, aqua, glycerin, prunus amygdalus dulcis oil, olea europaea fruit oil, lavadula hybrida grosso herb oil, cocos nucifera oil, rosmarinus officinalis flower oil, thymus vulgaris flower/leaf oil, helianthus annuus seed oil, indigofera tinctoria extract, geraniol, limonene, linalool",https://images.openbeautyfacts.org/images/products/377/002/272/1074/front_fr.4.200.jpg
Liic Moisturizing cream,Liic,Other,17,75 ml,"pomegranate extract, bees wax, stearic acid, spermaceti, ianolin, liquid paraffin, cetyl alcohol, glycerine, t.e.a, vitamin a, vitamin e, vitamin c, propyl paraben, methyl paraben, perfume, aqua",https://images.openbeautyfacts.org/images/products/626/049/421/0635/front_en.4.200.jpg
face cream,Loverock,Other,34,varies,"aqua, coco-caprylate, olea europaea, olive oil, persea gratissima fruit extract, glycerin, caprylic, capric triglyceride, butyropsermum parkii, zinc oxide nano, sorbitan isosterate, polyglyceryl-3 diisostearate, sorbitol serbacic acid copolymer behenate, titanium dioxide nano, polyglyceryl-3 polyricinoleate, tocophérol acétate, parfum, helianthus annuus seed oil, aloe barbadensis gel, trocopherol, magnesium sulfate, zinc sulfate, alumina, alumina stéarate, sodium phytate, benzoic acid, isosteric acid, dehydroacetic acid, polyhydroxysteraic acid, potassium sorbate, sodium benzoate, alcohol, sodium sulfate",https://images.openbeautyfacts.org/images/products/871/795/313/5704/front_nl.4.200.jpg
DD Cream and sunscreen,Mira Dror,Anti-Aging,17,70 g,"water, bis-ethylhexyloxyphenol methoxyphenyl triazine, c12-15 alkyl benzoate, diethylamino hydroxybenzoyl hexyl benzoate, ethylhexyl methoxycinneme disopropyl adipate, cetearyl alcohol, ceteth-20 phosphate, dicetyl phosphate, ethylhexyl triazone, propylene glycol, acrylates copolymer, dilsopropyl sebacate, glycerin, isocetyl stearoyl stearate, acetyl hexapeptide 3, steareth 20, octyldodecyl stearate, melanin, steareth 2, phenoxyethanol, ethylhexylglycerin, butylene glycol cocoate, ethylene/acrylic acid copolymer, tocopheryl acetate, pentaerythrityl tetraisostearate, cyclomethicone, xantham gum, disodium edta, triethanolamine, titanium dioxide, isopropyl titanium trisostearate, isononyl isononanoate, ppg-3 benzyl ether myristate, ethylexylglycerin, iron oxides (ci 77492), magnesium aluminum silicate, pvp/eicosene copolymer, acrylates/acrylamide copolymer, mineral oil, polysorbate-85, caprylyl methicone, french green clay, iron oxides (ci 77491), mica, polysorbate 80, titanium dioxide, iron oxides (ci 77499)",https://images.openbeautyfacts.org/images/products/200/000/000/3671/front_en.7.200.jpg
Elixir 7.9 roll-on Regard,Yves Rocher,Other,41,40 ml,"aqua, methylpropanediol, aloe barbadensis leaf juice, betaine, hamamelis virginiana flower water, glycerin, pyrus malus fruit extract, aphloia theiformis leaf extract, phenoxyethanol, inositol, benzyl alcohol, mica, acrylates/c10-30 alkyl acrylate crosspolymer, sodium polyacrylate, escin, caffeine, sodium hydroxide, caesalpinia spinosa gum, hippophae rhamnoides kernel extract, methylsilanol carboxymethyl theophylline alginate, tetrasodium edta, sodium benzoate, potassium sorbate, citric acid, ci 77891",https://images.openbeautyfacts.org/images/products/000/000/002/2844/front_fr.9.200.jpg
Weleda 24h Feuchtigkeitsfluid,Weleda,Other,14,30 ml,"wasser, alkohol, glyzerin, aloe-vera-gel, fettsäureglyzeride, betain, xanthan, tonerde, distelöl, lärchenarabinogalaktan, fettsäureester, auszug aus feigenkaktus, babassuöl, destillat aus hamamelis, zutronensäure, mischung natürlicher ätherischer öle",https://images.openbeautyfacts.org/images/products/400/163/850/0029/front_de.4.200.jpg
Idraet thermal new,Idraet,Moisturizer,24,35 g,"water, cetearyl alcohol & ceteareth-20, soybean oil peg-8 esters, alcohol, fragrance, diazolidinyl urea, carbomer, triethanolamine (tea), bht, butylphenyl methylpropional, linalool",https://images.openbeautyfacts.org/images/products/779/813/037/5404/front_en.6.200.jpg
The Clean Beauty Clay Mask,Hej Organic GmbH,Cleanser,30,15ml,"aqua, opuntica ficus-indica flower extract, carthamus tinctorius seed oil, sorbitol, moroccan lava clay, glycerin, behenyl alcohol, butyrospermum parkii butter, coco-caprylate/caprate, glyceryl stereate citrate, glyceryl stereate, argania spinosa kernel oil, helianthus annuus hybrid oil, cannabis sativa seed oil, opuntica ficus-indica seed oil, helianthus annuus seed oil, magnolia officinalis bark extract, citrus paradisi fruit extract, charcoal powder, xanthan gum, tocopherol, sodium lactate, sodium hydroxide, benzyl alcohol, parfum, limonene, linalool, citral, citronellol, geraniol",https://images.openbeautyfacts.org/images/products/426/055/806/1601/front_en.4.200.jpg
Najprostszy krem na świecie,Nowa Kosmetyka,Other,39,60 ml,"aqua, linum, usitatissimum seed oil, d-panthenol, citric acid, xanthan gum, benzyl alcohol, and more",https://images.openbeautyfacts.org/images/products/590/386/474/9137/front_pl.4.200.jpg
